symbol,year,company,legal_reserve,exchange,approved_date,restatement,integrative,current_liabilities,noncurrent_liabilities,shareholders_equity,approved_shareholders_equity,current_assets,noncurrent_assets,total_liabilities,total_liabilities_plus_shareholders_equity,total_assets,audited,public_rights,net_fixed_assets,fiscal_year,other_reserves,capital,investments_and_other_assets,retained_earnings,type
غشهداب,1395,شهداب ناب خراسان,21534.0,,13960911,بلی,خیر,266308.0,38449.0,964259.0,,816555.0,452461.0,304757.0,1269016.0,1269016.0,خیر,,450488.0,13951229,,750000.0,655.0,192725.0,*12ماهه
غشهداب,1396,شهداب ناب خراسان,37842.0,فرابورس,13970903,بلی,خیر,655088.0,430173.0,1099795.0,,1187131.0,997925.0,1085261.0,2185056.0,2185056.0,خیر,,414379.0,13961229,,750000.0,582228.0,309198.0,*12ماهه
غشهداب,1397,شهداب ناب خراسان,60732.0,فرابورس,13980431,,-,1063357.0,36710.0,1560858.0,1294858.0,1698927.0,961998.0,1100067.0,2660925.0,2660925.0,-,,378452.0,13971229,,1040000.0,582228.0,460126.0,مجمع
غشوکو,1374,شوکوپارس,100.0,,13741030,,-,9596.0,662.0,1100.0,1100.0,10011.0,1348.0,10258.0,11419.0,11358.0,-,,1294.0,13740631,,1000.0,54.0,,مجمع
غشوکو,1375,شوکوپارس,300.0,,13751027,,-,18424.0,741.0,3300.0,3465.0,20189.0,2277.0,19165.0,22465.0,22465.0,-,,2230.0,13750631,,3000.0,47.0,,مجمع
غشوکو,1376,شوکوپارس,600.0,,13761028,,-,16224.0,1369.0,10487.0,10487.0,23326.0,4753.0,17593.0,28431.0,28079.0,-,,4589.0,13760631,,6000.0,164.0,3887.0,مجمع
غشوکو,1377,شوکوپارس,600.0,,13771029,,-,25345.0,1453.0,12796.0,12796.0,30726.0,8868.0,26798.0,39721.0,39594.0,-,,8224.0,13770631,,6000.0,644.0,6196.0,مجمع
غشوکو,1378,شوکوپارس,600.0,,13781027,,-,25904.0,2241.0,13961.0,13961.0,32014.0,10092.0,28145.0,42853.0,42105.0,-,,8881.0,13780631,,6000.0,1211.0,7361.0,مجمع
غشوکو,1379,شوکوپارس,1200.0,,13791026,,-,32831.0,2654.0,17358.0,17158.0,41817.0,11026.0,35485.0,53695.0,52843.0,-,,9707.0,13790631,,12000.0,1319.0,4158.0,مجمع
غشوکو,1380,شوکوپارس,1200.0,,13801027,,-,44188.0,3076.0,17521.0,17320.0,53581.0,11204.0,47264.0,65683.0,64784.0,-,,9919.0,13800631,,12000.0,1285.0,4321.0,مجمع
غشوکو,1381,شوکوپارس,1200.0,,13811028,,-,59988.0,3581.0,22396.0,21892.0,74522.0,11444.0,63569.0,85965.0,85965.0,-,,10202.0,13810631,5936.0,12000.0,1242.0,3260.0,مجمع
غشوکو,1382,شوکوپارس,1200.0,,13821028,,-,72994.0,4417.0,11609.0,11609.0,58753.0,30266.0,77411.0,89019.0,89019.0,-,,29006.0,13820631,,18000.0,1260.0,-7591.0,مجمع
غشوکو,1383,شوکوپارس,1200.0,,13840325,,-,52656.0,2094.0,16144.0,16145.0,34572.0,36322.0,54750.0,70894.0,70894.0,-,,34562.0,13831229,,36000.0,1760.0,-21056.0,مجمع
غشوکو,1384,شوکوپارس,1200.0,,13850407,خیر,خیر,71982.0,1782.0,11381.0,,37209.0,47936.0,73764.0,85145.0,85145.0,بلی,,46286.0,13841229,,36000.0,1650.0,-25819.0,*12ماهه
غشوکو,1385,شوکوپارس,1200.0,,13860330,خیر,خیر,57105.0,1395.0,7347.0,,40683.0,25164.0,58500.0,65847.0,65847.0,بلی,,24999.0,13851229,,36000.0,165.0,-29853.0,*12ماهه
غشوکو,1386,شوکوپارس,1200.0,,13870428,بلی,خیر,54940.0,1420.0,5198.0,,44545.0,17013.0,56360.0,61558.0,61558.0,خیر,,16809.0,13861229,,6500.0,204.0,-2502.0,*12ماهه
غشوکو,1387,شوکوپارس,1200.0,,13880428,خیر,خیر,33359.0,18627.0,10296.0,,38836.0,23446.0,51986.0,62282.0,62282.0,بلی,,23241.0,13871229,,6500.0,205.0,2596.0,*12ماهه
غشوکو,1388,شوکوپارس,1200.0,,13890209,خیر,خیر,40332.0,14768.0,4574.0,,28853.0,30821.0,55100.0,59674.0,59674.0,بلی,,21613.0,13881229,,6500.0,9208.0,-3126.0,*12ماهه
غشوکو,1390,شوکوپارس,1200.0,,13910220,,-,44016.0,706.0,63691.0,60550.0,90536.0,17877.0,44722.0,108413.0,108413.0,-,,17723.0,13901229,,6500.0,154.0,55991.0,مجمع
غشوکو,1391,شوکوپارس,1200.0,,13920905,خیر,خیر,18398.0,470.0,63230.0,,63823.0,18275.0,18868.0,82098.0,82098.0,بلی,,18104.0,13911229,,6500.0,171.0,55530.0,*12ماهه
غشوکو,1392,شوکوپارس,1200.0,,13930810,بلی,خیر,38243.0,626.0,71531.0,,92529.0,17871.0,38869.0,110400.0,110400.0,خیر,,17382.0,13921229,,6500.0,489.0,63831.0,*12ماهه
غشوکو,1393,شوکوپارس,1850.0,,13940809,بلی,خیر,34152.0,848.0,75840.0,,85685.0,25155.0,35000.0,110840.0,110840.0,خیر,,24591.0,13931229,,36500.0,564.0,37490.0,*12ماهه
غشوکو,1394,شوکوپارس,2350.0,,13950808,بلی,خیر,37662.0,910.0,81122.0,,95389.0,24305.0,38572.0,119694.0,119694.0,خیر,,23820.0,13941229,,36500.0,366.0,42272.0,*12ماهه
غشوکو,1395,شوکوپارس,2400.0,,13960808,بلی,خیر,79873.0,1432.0,74434.0,,132050.0,23689.0,81305.0,155739.0,155739.0,خیر,,23164.0,13951229,,36500.0,422.0,35534.0,*12ماهه
غشوکو,1396,شوکوپارس,2500.0,فرابورس,13970805,بلی,خیر,78114.0,1597.0,74890.0,,130931.0,23670.0,79711.0,154601.0,154601.0,خیر,,23177.0,13961229,,36500.0,405.0,35890.0,*12ماهه
غشوکو,1397,شوکوپارس,2500.0,فرابورس,13980307,,-,98363.0,43.0,71578.0,69753.0,133096.0,36888.0,98406.0,169984.0,169984.0,-,,36761.0,13971229,,36500.0,46.0,32578.0,مجمع
غصینو,1372,صنعتی مینو (خرمدره),200.0,,13730431,,-,25605.0,16747.0,35179.0,35179.0,38674.0,42853.0,42352.0,88823.0,77531.0,-,,4458.0,13721229,,40000.0,34399.0,-5021.0,مجمع
غصینو,1373,صنعتی مینو (خرمدره),832.0,,13740426,,-,37393.0,17685.0,47685.0,47685.0,62463.0,44927.0,55078.0,112354.0,102763.0,-,,6479.0,13731229,,40000.0,33821.0,6853.0,مجمع
غصینو,1374,صنعتی مینو (خرمدره),1809.0,,13750426,,-,63698.0,20121.0,53773.0,53773.0,84172.0,58924.0,83819.0,147140.0,137592.0,-,,10682.0,13741229,,40000.0,42738.0,11964.0,مجمع
غصینو,1375,صنعتی مینو (خرمدره),3275.0,,13760425,,-,86614.0,36024.0,48453.0,48453.0,110200.0,60891.0,122638.0,193653.0,171091.0,-,,14351.0,13751229,,40000.0,46540.0,5178.0,مجمع
غصینو,1376,صنعتی مینو (خرمدره),4000.0,,13770427,,-,77141.0,63375.0,53874.0,59523.0,128495.0,65895.0,140516.0,238791.0,194390.0,-,,17050.0,13761229,,40000.0,48845.0,9874.0,مجمع
غصینو,1377,صنعتی مینو (خرمدره),4000.0,,13780428,,-,74562.0,74434.0,65791.0,55733.0,145727.0,69060.0,148996.0,265804.0,214787.0,-,,18554.0,13771229,,40000.0,50506.0,21791.0,مجمع
غصینو,1378,صنعتی مینو (خرمدره),4000.0,,13790427,,-,74831.0,94793.0,50191.0,50191.0,141426.0,78389.0,169624.0,285855.0,219815.0,-,,19879.0,13781229,,40000.0,58510.0,6191.0,مجمع
غصینو,1379,صنعتی مینو (خرمدره),4000.0,,13800425,,-,87689.0,99554.0,48532.0,48532.0,155708.0,80067.0,187243.0,300585.0,235775.0,-,,20687.0,13791229,,40000.0,59380.0,4532.0,مجمع
غصینو,1380,صنعتی مینو (خرمدره),4000.0,,13810429,,-,123409.0,113560.0,35390.0,35390.0,192309.0,80050.0,236969.0,272359.0,272359.0,-,,19367.0,13801229,,40000.0,60683.0,-8610.0,مجمع
غصینو,1381,صنعتی مینو (خرمدره),4000.0,,13820421,,-,99372.0,119902.0,42950.0,27716.0,184320.0,77904.0,219274.0,262224.0,262224.0,-,,16334.0,13811229,,40000.0,61570.0,-1050.0,مجمع
غصینو,1382,صنعتی مینو (خرمدره),4000.0,,13830427,,-,177529.0,125446.0,9788.0,89788.0,195880.0,116883.0,302975.0,312763.0,312763.0,-,,15939.0,13821229,,40000.0,100944.0,-34212.0,مجمع
غصینو,1383,صنعتی مینو (خرمدره),4000.0,,13840427,,-,359034.0,57904.0,80312.0,80312.0,323017.0,174233.0,416938.0,497250.0,497250.0,-,,63991.0,13831229,,120000.0,110242.0,-43688.0,مجمع
غصینو,1384,صنعتی مینو (خرمدره),4000.0,,13850421,خیر,خیر,413471.0,95944.0,72034.0,,292715.0,288734.0,509415.0,581449.0,581449.0,خیر,,156020.0,13841229,,120000.0,132714.0,-51966.0,*12ماهه
غصینو,1385,صنعتی مینو (خرمدره),4000.0,,13860418,خیر,خیر,552492.0,167691.0,2530.0,,197579.0,525134.0,720183.0,722713.0,722713.0,بلی,,381745.0,13851229,,120000.0,143389.0,-121470.0,*12ماهه
غصینو,1386,صنعتی مینو (خرمدره),4000.0,,13870412,بلی,خیر,178583.0,558520.0,65082.0,,227141.0,575044.0,737103.0,802185.0,802185.0,خیر,,431103.0,13861229,,120000.0,143941.0,-58918.0,*12ماهه
غصینو,1387,صنعتی مینو (خرمدره),4000.0,,13880403,خیر,خیر,553713.0,145839.0,78717.0,,278410.0,499859.0,699552.0,778269.0,778269.0,بلی,,305041.0,13871229,,120000.0,194818.0,-45283.0,*12ماهه
غصینو,1388,صنعتی مینو (خرمدره),11822.0,,13901029,بلی,خیر,308337.0,420942.0,232268.0,,461140.0,500407.0,729279.0,961547.0,961547.0,خیر,,304419.0,13881229,,120000.0,195988.0,100446.0,*12ماهه
غصینو,1390,صنعتی مینو (خرمدره),12000.0,,13910830,بلی,خیر,514452.0,295445.0,513802.0,,765596.0,558103.0,809897.0,1323699.0,1323699.0,خیر,,301047.0,13901229,,120000.0,257056.0,381802.0,*12ماهه
غصینو,1391,صنعتی مینو (خرمدره),12000.0,,13920911,بلی,خیر,605649.0,106339.0,644904.0,,773005.0,583887.0,711988.0,1356892.0,1356892.0,خیر,,298691.0,13911229,,120000.0,285196.0,512904.0,*12ماهه
غصینو,1392,صنعتی مینو (خرمدره),24000.0,,13930909,بلی,خیر,779893.0,166443.0,959460.0,,1253282.0,652514.0,946336.0,1905796.0,1905796.0,خیر,,362198.0,13921229,,240000.0,290316.0,515460.0,*12ماهه
غصینو,1393,صنعتی مینو (خرمدره),50000.0,,13940904,بلی,خیر,538704.0,116759.0,1713191.0,,1650128.0,718526.0,655463.0,2368654.0,2368654.0,خیر,,391868.0,13931229,,500000.0,326658.0,1163191.0,*12ماهه
غصینو,1394,صنعتی مینو (خرمدره),68000.0,,13950907,بلی,خیر,768985.0,92162.0,1839953.0,,1750999.0,950101.0,861147.0,2701100.0,2701100.0,خیر,,455708.0,13941229,,680000.0,486361.0,1091953.0,*12ماهه
غصینو,1395,صنعتی مینو (خرمدره),68000.0,,13960907,بلی,خیر,1152234.0,116445.0,1706160.0,,1724550.0,1250289.0,1268679.0,2974839.0,2974839.0,خیر,,705304.0,13951229,,680000.0,536202.0,958160.0,*12ماهه
غصینو,1396,صنعتی مینو (خرمدره),89836.0,فرابورس,13970910,بلی,خیر,1176159.0,143738.0,1881110.0,,1952861.0,1248146.0,1319897.0,3201007.0,3201007.0,خیر,,694611.0,13961229,,1000000.0,542007.0,791274.0,*12ماهه
غصینو,1397,صنعتی مینو (خرمدره),100000.0,فرابورس,13980323,,-,1230250.0,186791.0,2699089.0,1899089.0,2824467.0,1291663.0,1417041.0,4116130.0,4116130.0,-,,716585.0,13971229,,1000000.0,563421.0,1599089.0,مجمع
غفارس,1390,پگاه فارس,15000.0,,13920129,بلی,خیر,202238.0,34232.0,226716.0,,260361.0,202825.0,236470.0,463186.0,463186.0,خیر,,160861.0,13901229,,150000.0,41442.0,61716.0,*12ماهه
غفارس,1392,پگاه فارس,18446.0,,13930827,بلی,خیر,533570.0,26734.0,292872.0,,688305.0,164871.0,560304.0,853176.0,853176.0,خیر,,128240.0,13921229,,200000.0,35635.0,74426.0,*12ماهه
غفارس,1393,پگاه فارس,20000.0,,13940230,,-,666058.0,57951.0,294470.0,231270.0,881449.0,137030.0,724009.0,1018479.0,1018479.0,-,,122110.0,13931229,,200000.0,13924.0,74470.0,مجمع
غفارس,1394,پگاه فارس,20000.0,,13950830,بلی,خیر,697387.0,20356.0,315798.0,,893957.0,139584.0,717743.0,1033541.0,1033541.0,خیر,,126183.0,13941229,-1.0,200000.0,12405.0,95799.0,*12ماهه
غفارس,1395,پگاه فارس,20000.0,,13960211,,-,715181.0,25661.0,373203.0,253203.0,968824.0,145221.0,740842.0,1114045.0,1114045.0,-,,131820.0,13951229,,200000.0,12405.0,153203.0,مجمع
غفارس,1396,پگاه فارس,20000.0,فرابورس,13970223,,-,758908.0,32002.0,384705.0,264705.0,1013473.0,162142.0,790910.0,1175615.0,1175615.0,-,,148741.0,13961229,,200000.0,12405.0,164705.0,مجمع
غفارس,1397,پگاه فارس,20000.0,فرابورس,13980230,,-,1200788.0,45757.0,413974.0,316092.0,1431864.0,228655.0,1246545.0,1660519.0,1660519.0,-,,215254.0,13971229,,200000.0,12405.0,193974.0,مجمع
غمارگ,1371,مارگارین,496.0,,13720431,,-,21548.0,953.0,6196.0,6196.0,22029.0,8793.0,22501.0,28697.0,28697.0,-,,6310.0,13711229,,5000.0,359.0,700.0,مجمع
غمارگ,1372,مارگارین,500.0,,13730427,,-,45158.0,2112.0,12896.0,12896.0,49368.0,13173.0,47270.0,60166.0,60166.0,-,,10220.0,13721229,6696.0,5000.0,577.0,700.0,مجمع
غمارگ,1373,مارگارین,500.0,,13740425,,-,53610.0,2833.0,17896.0,17896.0,60155.0,16883.0,56443.0,74339.0,74339.0,-,,13283.0,13731229,6696.0,10000.0,901.0,700.0,مجمع
غمارگ,1374,مارگارین,1500.0,,13750426,,-,77658.0,3607.0,31500.0,31500.0,91505.0,24384.0,81265.0,112765.0,112765.0,-,,20341.0,13741229,,30000.0,918.0,,مجمع
غمارگ,1375,مارگارین,3089.0,,13760425,,-,78566.0,4554.0,63089.0,63089.0,116947.0,29262.0,83120.0,146209.0,146209.0,-,,27978.0,13751229,,60000.0,1285.0,,مجمع
غمارگ,1376,مارگارین,6000.0,,13770427,,-,134831.0,5880.0,66000.0,66000.0,163942.0,42769.0,140711.0,206711.0,206711.0,-,,41477.0,13761229,,60000.0,1293.0,,مجمع
غمارگ,1377,مارگارین,6000.0,,13780428,,-,296347.0,7440.0,66000.0,99000.0,302408.0,67379.0,303787.0,369787.0,369787.0,-,,65971.0,13771229,,60000.0,1408.0,,مجمع
غمارگ,1378,مارگارین,12000.0,,13790423,,-,383609.0,9847.0,132000.0,132000.0,393058.0,132398.0,393456.0,525456.0,525456.0,-,,130293.0,13781229,,120000.0,2105.0,,مجمع
غمارگ,1379,مارگارین,12000.0,,13800331,,-,443608.0,12302.0,156000.0,156000.0,431050.0,180860.0,455910.0,611910.0,611910.0,-,,171563.0,13791229,,120000.0,9297.0,24000.0,مجمع
غمارگ,1380,مارگارین,12000.0,,13810325,خیر,خیر,577379.0,14347.0,156000.0,,520222.0,227504.0,591726.0,747726.0,747726.0,بلی,,195710.0,13801229,,120000.0,31085.0,24000.0,*12ماهه
غمارگ,1381,مارگارین,12000.0,,13820325,خیر,خیر,706319.0,14347.0,177789.0,,625313.0,273142.0,720666.0,898455.0,898455.0,بلی,,213649.0,13811229,,120000.0,58819.0,45789.0,*12ماهه
غمارگ,1382,مارگارین,12000.0,,13830405,خیر,خیر,900021.0,51931.0,172965.0,,792753.0,332164.0,951952.0,1124917.0,1124917.0,بلی,,265808.0,13821229,,120000.0,66356.0,40965.0,*12ماهه
غمارگ,1384,مارگارین,12000.0,,13851201,بلی,خیر,1105668.0,79486.0,134164.0,,964314.0,355004.0,1185154.0,1319318.0,1319318.0,خیر,,293647.0,13840930,,120000.0,61357.0,2164.0,*12ماهه
غمارگ,1385,مارگارین,12000.0,,13860126,,-,1051229.0,48011.0,163473.0,163173.0,917494.0,345219.0,1099240.0,1262713.0,1262713.0,-,,280503.0,13850930,,120000.0,64716.0,31473.0,مجمع
غمارگ,1387,مارگارین,12000.0,,13890118,بلی,خیر,1291361.0,31656.0,240409.0,,1209368.0,354058.0,1323017.0,1563426.0,1563426.0,خیر,,291154.0,13870930,,120000.0,60420.0,108409.0,*12ماهه
غمارگ,1389,مارگارین,36000.0,,13900131,,-,1127694.0,29741.0,505857.0,450857.0,1389882.0,273410.0,1157435.0,1663292.0,1663292.0,-,,237123.0,13890930,,360000.0,32803.0,109857.0,مجمع
غمارگ,1390,مارگارین,36000.0,,13910128,,-,979999.0,34942.0,494657.0,479757.0,1291254.0,218344.0,1014941.0,1509598.0,1509598.0,-,,197753.0,13900930,,360000.0,17107.0,98657.0,مجمع
غمارگ,1391,مارگارین,36000.0,,13921225,بلی,خیر,1432856.0,45020.0,940558.0,,2231745.0,186689.0,1477876.0,2418434.0,2418434.0,خیر,,171916.0,13910930,,360000.0,9936.0,544558.0,*12ماهه
غمارگ,1392,مارگارین,36000.0,,13930805,بلی,خیر,2696311.0,52251.0,1291384.0,,3720451.0,319495.0,2748562.0,4039946.0,4039946.0,خیر,,144726.0,13920930,,360000.0,171026.0,895384.0,*12ماهه
غمارگ,1393,مارگارین,36000.0,,13941129,بلی,خیر,2829437.0,46612.0,751823.0,,3349411.0,278461.0,2876049.0,3627872.0,3627872.0,خیر,,185504.0,13930930,,360000.0,9182.0,355823.0,*12ماهه
غمارگ,1394,مارگارین,36000.0,,13951201,بلی,خیر,3076680.0,59736.0,776156.0,,3488420.0,424152.0,3136416.0,3912572.0,3912572.0,خیر,,375341.0,13940930,,360000.0,45706.0,380156.0,*12ماهه
غمارگ,1395,مارگارین,36000.0,,13960629,بلی,خیر,3548817.0,65670.0,790303.0,,3765216.0,639574.0,3614487.0,4404790.0,4404790.0,خیر,,493329.0,13950930,,360000.0,141012.0,394303.0,*12ماهه
غمارگ,1396,مارگارین,36000.0,بورس تهران,13970127,,-,4347599.0,80453.0,1025714.0,1022354.0,4742911.0,710855.0,4428052.0,5453766.0,5453766.0,-,,626662.0,13960930,,360000.0,77125.0,149714.0,مجمع
غمارگ,1397,مارگارین,39295.0,بورس تهران,13980127,,-,6513273.0,99673.0,1088252.0,1046252.0,6830315.0,870883.0,6612946.0,7701198.0,7701198.0,-,,827958.0,13970930,,840000.0,13159.0,208957.0,مجمع
غمشهد,1369,غذایی مشهد,,,13700431,,-,1618.0,,,475.0,2014.0,440.0,1985.0,1985.0,2461.0,-,,440.0,13691229,,,,,مجمع
غمشهد,1370,غذایی مشهد,,,13710431,,-,1618.0,,,475.0,2014.0,440.0,1985.0,1985.0,2461.0,-,,440.0,13701229,,,,,مجمع
غمشهد,1371,غذایی مشهد,65.0,,13720431,,-,4068.0,193.0,1588.0,1588.0,4934.0,1420.0,4260.0,5848.0,5848.0,-,,901.0,13711229,79.0,1000.0,13.0,444.0,مجمع
غمشهد,1372,غذایی مشهد,65.0,,13730425,,-,3379.0,260.0,1048.0,1048.0,3783.0,1494.0,3639.0,4687.0,4687.0,-,,820.0,13721229,79.0,1000.0,84.0,-96.0,مجمع
غمشهد,1373,غذایی مشهد,109.0,,13740311,,-,5659.0,317.0,3440.0,3440.0,7803.0,2311.0,5975.0,9415.0,9415.0,-,,1406.0,13731229,331.0,3000.0,206.0,,مجمع
غمشهد,1374,غذایی مشهد,184.0,,13750405,,-,10359.0,422.0,9155.0,9155.0,15879.0,4902.0,10781.0,19936.0,19936.0,-,,3928.0,13741229,930.0,7500.0,129.0,541.0,مجمع
غمشهد,1375,غذایی مشهد,184.0,,13760425,,-,13041.0,1322.0,6337.0,6337.0,11906.0,8794.0,14362.0,21466.0,20699.0,-,,8643.0,13751229,930.0,7500.0,151.0,-2278.0,مجمع
غمشهد,1376,غذایی مشهد,184.0,,13770629,,-,13080.0,2922.0,2172.0,2173.0,8899.0,9275.0,16002.0,20468.0,18174.0,-,,9125.0,13770231,,7500.0,151.0,-5512.0,مجمع
غمشهد,1377,غذایی مشهد,184.0,,13780630,,-,15239.0,1030.0,-14.0,-14.0,7624.0,8632.0,16269.0,16399.0,16255.0,-,,8480.0,13780231,,7500.0,152.0,-7698.0,مجمع
غمشهد,1378,غذایی مشهد,184.0,,13790409,,-,20320.0,1285.0,2408.0,2408.0,15728.0,8285.0,21605.0,24403.0,24013.0,-,,8086.0,13781229,,7500.0,199.0,-5276.0,مجمع
غمشهد,1379,غذایی مشهد,184.0,,13800508,,-,24936.0,1577.0,-3101.0,-3101.0,15837.0,7575.0,26513.0,23412.0,23412.0,-,,7369.0,13791229,,7500.0,206.0,-10786.0,مجمع
غمشهد,1380,غذایی مشهد,184.0,,13810631,,-,23285.0,1792.0,-10948.0,-10948.0,7942.0,6187.0,25077.0,14129.0,14129.0,-,,6049.0,13801229,,7500.0,138.0,-18632.0,مجمع
غمشهد,1381,غذایی مشهد,184.0,,13820417,,-,37035.0,3507.0,-23833.0,-23833.0,11253.0,5456.0,40542.0,16709.0,16709.0,-,,5317.0,13811229,,7500.0,138.0,-31517.0,مجمع
غمشهد,1382,غذایی مشهد,184.0,,13830417,,-,53070.0,2327.0,-43781.0,-43780.0,6968.0,4648.0,55397.0,11616.0,11616.0,-,,4510.0,13821229,,7500.0,138.0,-51465.0,مجمع
غمشهد,1383,غذایی مشهد,184.0,,13840301,,-,61286.0,1917.0,-53849.0,-53849.0,3719.0,5635.0,63203.0,9354.0,9354.0,-,,5496.0,13831229,,7500.0,139.0,-61533.0,مجمع
غمشهد,1384,غذایی مشهد,184.0,,13850408,خیر,خیر,75696.0,34.0,-62382.0,,8240.0,5108.0,75730.0,13348.0,13348.0,بلی,,4970.0,13841229,,7500.0,138.0,-70066.0,*12ماهه
غمشهد,1385,غذایی مشهد,184.0,,13860308,,-,60356.0,31.0,-48950.0,-48950.0,6131.0,5306.0,60387.0,11437.0,11437.0,-,,5168.0,13851229,22135.0,7500.0,138.0,-78769.0,مجمع
غمشهد,1386,غذایی مشهد,184.0,,13870230,,-,62335.0,11.0,-18409.0,-18409.0,34327.0,9610.0,62346.0,43937.0,43937.0,-,,4426.0,13861229,,49000.0,5184.0,-67593.0,مجمع
غمشهد,1387,غذایی مشهد,184.0,بورس تهران,13880220,خیر,خیر,48673.0,33.0,-21154.0,,16608.0,10944.0,48706.0,27552.0,27552.0,بلی,,4265.0,13871229,,49000.0,6679.0,-70338.0,*12ماهه
غمهرا,1372,مهرام,83.0,,13730428,,-,13938.0,358.0,1001.0,1001.0,10416.0,6430.0,14295.0,15526.0,15296.0,-,,4180.0,13721229,2.0,500.0,700.0,416.0,مجمع
غمهرا,1373,مهرام,83.0,,13740429,,-,18347.0,227.0,1265.0,1265.0,13350.0,8443.0,18574.0,19946.0,19839.0,-,,5100.0,13731229,2.0,500.0,1389.0,680.0,مجمع
غمهرا,1374,مهرام,100.0,,13750428,,-,23347.0,246.0,1102.0,1102.0,19021.0,8221.0,23593.0,24695.0,24695.0,-,,4504.0,13741229,2.0,1000.0,1171.0,,مجمع
غمهرا,1375,مهرام,291.0,,13760424,,-,31081.0,340.0,10293.0,10293.0,21423.0,23423.0,31421.0,41714.0,41714.0,-,,5885.0,13751229,2.0,10000.0,14406.0,,مجمع
غمهرا,1376,مهرام,,,13770424,,-,29421.0,533.0,13263.0,12191.0,22059.0,25295.0,29954.0,43217.0,43217.0,-,,6065.0,13761229,486.0,10000.0,15093.0,2777.0,مجمع
غمهرا,1377,مهرام,,,13780424,,-,38562.0,753.0,17932.0,12656.0,32335.0,29957.0,39315.0,57248.0,57248.0,-,,7402.0,13771229,486.0,10000.0,17510.0,7446.0,مجمع
غمهرا,1378,مهرام,,,13790422,,-,53107.0,1990.0,19799.0,14756.0,47750.0,27145.0,55096.0,75825.0,74895.0,-,,9875.0,13781229,792.0,10000.0,17269.0,9007.0,مجمع
غمهرا,1379,مهرام,1002.0,,13800425,,-,59000.0,6139.0,19077.0,12597.0,58280.0,25936.0,65139.0,88038.0,84216.0,-,,12181.0,13791229,,10000.0,13754.0,8075.0,مجمع
غمهرا,1380,مهرام,,,13810425,,-,81213.0,4746.0,37978.0,15794.0,96436.0,27501.0,85958.0,123936.0,123936.0,-,,12847.0,13801229,1002.0,10000.0,14654.0,26976.0,مجمع
غمهرا,1381,مهرام,3502.0,,13820426,,-,143501.0,3304.0,79133.0,44401.0,203262.0,22676.0,146804.0,225937.0,225937.0,-,,10868.0,13811229,,35000.0,11807.0,40631.0,مجمع
غمهرا,1382,مهرام,,,13830417,,-,180147.0,3767.0,55852.0,39052.0,164015.0,75751.0,183914.0,239766.0,239766.0,-,,64050.0,13821229,3502.0,35000.0,11701.0,17350.0,مجمع
غمهرا,1383,مهرام,3502.0,,13840423,,-,291609.0,51524.0,51272.0,51271.0,352561.0,41844.0,343133.0,394405.0,394405.0,-,,20320.0,13831229,,35000.0,21524.0,12770.0,مجمع
غمهرا,1384,مهرام,3502.0,,13850428,بلی,خیر,401705.0,28715.0,36875.0,,433252.0,34043.0,430420.0,467295.0,467295.0,خیر,,18562.0,13841229,,35000.0,15481.0,-1627.0,*12ماهه
غمهرا,1385,مهرام,3502.0,,13860428,,-,399592.0,6001.0,68038.0,42370.0,423840.0,49791.0,405593.0,473631.0,473631.0,-,,35066.0,13851229,,35000.0,14725.0,29536.0,مجمع
غمهرا,1386,مهرام,3500.0,,13870417,خیر,خیر,446980.0,7779.0,57683.0,,463377.0,49065.0,454759.0,512442.0,512442.0,بلی,,35204.0,13861229,2.0,35000.0,13861.0,19181.0,*12ماهه
غمهرا,1387,مهرام,3500.0,,13880416,خیر,خیر,409351.0,8363.0,57138.0,,432427.0,42425.0,417714.0,474852.0,474852.0,بلی,,37676.0,13871229,2.0,35000.0,4749.0,18636.0,*12ماهه
غمهرا,1388,مهرام,3500.0,,13890429,,-,452500.0,22780.0,63718.0,41668.0,473449.0,65549.0,475280.0,538998.0,538998.0,-,,60768.0,13881229,,35000.0,4781.0,25216.0,مجمع
غمهرا,1389,مهرام,3500.0,,13900907,بلی,خیر,552370.0,12567.0,52405.0,,549844.0,67498.0,564937.0,617342.0,617342.0,خیر,,62917.0,13891229,,35000.0,4581.0,13903.0,*12ماهه
غمهرا,1390,مهرام,3500.0,,13910427,,-,443517.0,68386.0,48212.0,39760.0,492944.0,67171.0,511903.0,560115.0,560115.0,-,,62387.0,13901229,,35000.0,4784.0,9710.0,مجمع
غمهرا,1391,مهرام,3500.0,,13920430,,-,417824.0,31167.0,57994.0,41494.0,439910.0,67075.0,448991.0,506985.0,506985.0,-,,61532.0,13911229,,35000.0,5543.0,19492.0,مجمع
غمهرا,1392,مهرام,3500.0,,13930414,,-,595581.0,11150.0,78411.0,66161.0,620317.0,64825.0,606731.0,685142.0,685142.0,-,,58630.0,13921229,,35000.0,6195.0,39909.0,مجمع
غمهرا,1393,مهرام,3500.0,,13940422,,-,607319.0,12049.0,92271.0,71271.0,644696.0,66943.0,619368.0,711639.0,711639.0,-,,60691.0,13931229,,35000.0,6252.0,53769.0,مجمع
غمهرا,1394,مهرام,3500.0,,13950414,,-,724053.0,13673.0,110891.0,89891.0,780238.0,68379.0,737726.0,848617.0,848617.0,-,,62042.0,13941229,,35000.0,3809.0,72389.0,مجمع
